year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,state_fips,county_fips,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_black_or_a,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2021,Schuyler County,Illinois,6953,3803,3150,120.7,259,214,495,425,240,719,806,1025,657,482,953,498,180,47.8,1210,5881,5743,5436,1943,1631,5743,3164,2579,122.7,1631,808,823,98.2,6953,6835,118,6835,6477,340,1,0,0,0,0,15,15,17,169,0,0,0,0,0,0,0,0,0,0,0,2,118,21,74,6,0,6953,6595,361,75,21,0,19,6953,74,32,2,0,40,6879,6433,329,1,15,0,0,101,0,101,3342,5685,3126,2559
2021,Scott County,Illinois,4923,2443,2480,98.5,231,315,318,307,250,475,593,637,398,404,552,322,121,44.6,1077,4001,3846,3703,1272,995,3846,1894,1952,97.0,995,470,525,89.5,4923,4818,105,4818,4737,12,9,0,0,0,0,42,25,17,171,0,12,5,0,0,0,16,16,0,0,0,2,105,0,92,6,0,4923,4842,12,101,48,16,9,4923,20,20,0,0,0,4903,4726,12,9,42,16,0,98,0,98,2403,3821,1889,1932
2021,Shelby County,Illinois,21160,10440,10720,97.4,1157,1236,1410,1183,1035,2201,2372,2601,1564,1629,2706,1361,705,45.0,4590,17121,16570,16008,5538,4772,16570,8117,8453,96.0,4772,2205,2567,85.9,21160,20867,293,20867,20648,73,18,17,0,0,0,74,0,17,173,3,36,0,0,0,35,27,0,27,0,0,27,293,29,83,22,0,21160,20882,155,110,156,53,107,21160,242,110,18,3,111,20918,20492,69,17,74,27,1,238,26,212,10075,16494,8094,8400
2021,Stark County,Illinois,5436,2692,2744,98.1,275,316,338,336,295,540,592,710,444,369,685,385,151,45.3,1158,4418,4278,4125,1473,1221,4278,2129,2149,99.1,1221,576,645,89.3,5436,5333,103,5333,5228,49,0,0,0,0,0,50,0,17,175,0,50,0,0,0,0,0,0,0,0,0,6,103,38,23,4,0,5436,5331,87,23,54,0,44,5436,116,112,4,0,0,5320,5118,49,0,50,0,0,103,38,65,2588,4217,2119,2098
2021,Stephenson County,Illinois,44817,21975,22842,96.2,2571,2460,2809,2695,2461,4479,4638,5730,2966,3646,5847,2995,1520,45.6,9681,36335,35136,33822,12569,10362,35136,16925,18211,92.9,10362,4512,5850,77.1,44817,42608,2209,42608,37804,4214,79,0,0,16,0,343,54,17,177,167,60,19,25,0,18,0,0,0,0,0,168,2209,1347,89,119,12,44817,39932,5712,184,521,59,748,44817,1949,1420,329,23,177,42868,36503,4214,74,343,0,62,1672,45,1627,21449,34806,16781,18025
2021,Tazewell County,Illinois,131977,65184,66793,97.6,7400,8882,8507,8159,6656,15494,17340,16673,8814,9394,14093,7203,3362,41.4,30097,105408,101880,98036,30404,24658,101880,49870,52010,95.9,24658,10939,13719,79.7,131977,129206,2771,129206,125466,1762,121,7,0,0,9,1375,220,17,179,283,236,68,217,184,167,62,20,0,25,17,420,2771,810,566,399,0,131977,128055,2641,761,1845,181,1341,131977,3258,2435,147,0,676,128719,123171,1762,117,1277,50,65,2277,468,1809,58606,100970,49442,51528
2021,Union County,Illinois,17259,8724,8535,102.2,930,799,1254,1052,809,1982,1994,2273,1389,1140,2031,1089,517,43.8,3668,14084,13591,13020,4209,3637,13591,6775,6816,99.4,3637,1717,1920,89.4,17259,16549,710,16549,16150,234,45,43,2,0,0,53,0,17,181,12,8,21,7,5,0,26,0,0,0,26,41,710,76,122,57,0,17259,16858,320,183,123,61,457,17259,931,853,5,0,73,16328,15715,228,45,53,0,0,287,11,276,7860,13452,6690,6762
2021,Vermilion County,Illinois,74953,37518,37435,100.2,4666,4763,5481,4593,4293,8617,9007,8648,5367,5098,8380,4347,1693,40.6,17766,58899,57187,54361,17278,14420,57187,28450,28737,99.0,14420,6513,7907,82.4,74953,72738,2215,72738,60737,10764,75,0,0,0,0,701,260,17,183,117,96,14,38,62,114,20,2,0,10,8,441,2215,643,271,158,0,74953,62829,11586,406,914,35,1520,74953,3968,3270,135,90,473,70985,58201,10751,75,699,10,53,1196,126,1070,34626,56527,28026,28501
2021,Wabash County,Illinois,11414,5658,5756,98.3,661,599,885,613,550,1275,1293,1395,955,790,1348,637,413,44.0,2551,9136,8863,8558,2929,2398,8863,4316,4547,94.9,2398,1089,1309,83.2,11414,11080,334,11080,10856,10,1,0,0,0,0,187,60,17,185,17,21,0,77,12,0,0,0,0,0,0,26,334,75,61,54,6,11414,11162,97,74,263,0,158,11414,259,212,16,0,31,11155,10725,10,1,170,0,0,249,47,202,5418,8735,4218,4517
2021,Warren County,Illinois,16887,8329,8558,97.3,890,1016,1097,1465,1406,1653,1806,2011,1164,1190,1801,979,409,39.6,3680,13628,13207,12082,3873,3189,13207,6432,6775,94.9,3189,1454,1735,83.8,16887,16613,274,16613,14705,653,205,0,8,0,0,252,10,17,187,26,0,7,29,0,180,49,0,0,0,49,749,274,129,54,8,0,16887,14979,797,274,260,55,811,16887,1686,1425,28,13,220,15201,13951,652,44,245,13,54,242,30,212,7613,12775,6201,6574
2021,Washington County,Illinois,13827,6936,6891,100.7,735,938,670,888,615,1553,1641,1731,1029,1156,1630,932,309,44.2,2926,11297,10901,10467,3595,2871,10901,5468,5433,100.6,2871,1348,1523,88.5,13827,13642,185,13642,13383,124,2,2,0,0,0,120,0,17,189,21,6,0,73,0,20,5,5,0,0,0,8,185,77,49,27,0,13827,13568,201,51,147,5,40,13827,205,140,28,24,13,13622,13247,88,2,98,5,0,182,29,153,6428,10861,5435,5426
2021,Wayne County,Illinois,16250,8083,8167,99.0,994,916,1169,972,797,1832,1820,1923,1249,1137,1891,1013,537,43.2,3703,12967,12547,12004,4116,3441,12547,6198,6349,97.6,3441,1591,1850,86.0,16250,16132,118,16132,15685,183,14,11,0,0,0,51,0,17,191,5,30,0,0,0,16,0,0,0,0,0,199,118,32,63,4,0,16250,15795,234,88,63,7,199,16250,263,57,35,0,171,15987,15626,183,6,51,0,3,118,0,118,7707,12361,6096,6265
2021,White County,Illinois,13959,6892,7067,97.5,750,980,813,778,650,1590,1635,1652,1049,1076,1625,922,439,44.1,3081,11238,10878,10463,3601,2986,10878,5329,5549,96.0,2986,1349,1637,82.4,13959,13787,172,13787,13516,105,17,2,0,0,6,76,40,17,193,29,7,0,0,0,0,2,0,2,0,0,71,172,29,66,3,0,13959,13684,138,90,79,13,131,13959,220,166,24,10,20,13739,13414,105,11,76,2,0,131,18,113,6805,10802,5268,5534
2021,Whiteside County,Illinois,55932,28065,27867,100.7,3115,3170,3906,3464,2983,6098,6237,7126,3892,4412,6579,3259,1691,43.6,12398,45071,43534,41570,13964,11529,43534,21542,21992,98.0,11529,5311,6218,85.4,55932,53322,2610,53322,51386,589,75,0,5,0,0,339,98,17,195,43,156,0,8,0,34,67,0,0,7,60,866,2610,857,249,156,18,55932,53906,1604,513,557,104,2044,55932,6964,5481,872,84,527,48968,46864,589,61,302,67,4,1081,141,940,25872,42652,21021,21631
2021,Will County,Illinois,696403,347369,349034,99.5,39619,43881,54942,52912,44460,81858,94501,102944,48037,41439,57091,25149,9570,38.3,172426,546067,523977,495634,114567,91810,523977,259408,264569,98.0,91810,41526,50284,82.6,696403,653630,42773,653630,487812,79621,2948,137,84,4,4,39763,17587,17,197,3906,8632,221,1557,1313,6547,140,38,35,21,46,43346,42773,7982,2120,6167,576,696403,527875,91105,7523,47591,431,67497,696403,126302,105266,8223,1197,11616,570101,432036,78222,410,39220,69,1770,18374,2138,16236,249401,489929,241695,248234
2021,Williamson County,Illinois,67271,33700,33571,100.4,3832,4193,4332,3743,3221,8669,8853,8503,4428,4825,7459,3823,1390,41.1,14773,54144,52498,50638,15630,12672,52498,26041,26457,98.4,12672,5714,6958,82.1,67271,65037,2234,65037,60606,2717,151,8,3,12,0,887,149,17,199,200,124,27,6,263,118,0,0,0,0,0,676,2234,932,307,161,3,67271,62744,3881,669,1105,66,1273,67271,1858,1418,117,19,304,65413,59890,2717,127,887,0,72,1720,139,1581,31674,51845,25649,26196
2021,Winnebago County,Illinois,285471,140109,145362,96.4,17837,17918,19787,18481,16976,35598,33804,36094,20128,18913,29610,13059,7266,39.6,67408,225859,218063,208613,60315,49935,218063,105556,112507,93.8,49935,22386,27549,81.3,285471,268308,17163,268308,212858,37961,738,55,14,10,12,8068,1684,17,201,905,1695,93,293,496,2902,101,1,15,0,85,8582,17163,5912,1377,1354,78,285471,229081,45054,2793,9705,167,16524,285471,38627,32222,2442,625,3338,246844,191781,36624,197,8017,86,551,9588,1193,8395,125111,205788,99596,106192
2021,Woodford County,Illinois,38571,19271,19300,99.8,2265,2866,2541,2748,2204,3971,4891,4765,2508,2963,3915,1941,993,40.0,9374,30371,29197,27675,8521,6849,29197,14435,14762,97.8,6849,3168,3681,86.1,38571,37892,679,37892,37166,289,16,10,0,0,5,168,7,17,203,43,31,0,29,0,58,0,0,0,0,0,253,679,225,149,177,0,38571,37832,573,165,394,0,332,38571,731,572,15,11,133,37840,36741,289,6,161,0,10,633,39,594,15677,28962,14266,14696
2021,Adams County,Indiana,35685,17938,17747,101.1,3258,2807,3521,2609,2149,4105,3810,3843,1911,2294,2990,1442,946,33.1,11287,25370,24398,23067,6647,5378,24398,12043,12355,97.5,5378,2390,2988,80.0,35685,34790,895,34790,33989,313,19,0,0,0,1,28,0,18,1,0,7,14,0,7,0,0,0,0,0,0,441,895,110,157,45,46,35685,34838,477,248,91,1,953,35685,1650,1444,18,0,188,34035,33283,313,9,28,0,37,365,36,329,13153,24166,11970,12196
2021,Allen County,Indiana,381839,187778,194061,96.8,26476,27599,27661,26340,24844,52999,47894,45809,24376,22260,34057,14717,6807,36.1,98517,294651,283322,269622,68502,55581,283322,137437,145885,94.2,55581,24666,30915,79.8,381839,361331,20508,361331,289863,43004,675,85,0,9,20,17306,1851,18,3,1452,1577,109,666,1658,9993,168,102,35,0,31,10315,20508,8579,2002,1592,284,381839,309122,53223,3426,19682,493,17355,381839,29854,22569,1752,303,5230,351985,276574,42417,385,17289,161,1218,13941,1243,12698,161287,270481,130847,139634
2021,Bartholomew County,Indiana,81759,41402,40357,102.6,5244,5750,5383,4841,4814,11506,10910,10069,5396,4777,7616,3944,1509,37.9,19707,64438,62052,59605,15978,13069,62052,31276,30776,101.6,13069,5786,7283,79.4,81759,78627,3132,78627,68104,1589,77,0,0,0,0,6517,4297,18,5,1078,122,401,209,229,181,0,0,0,0,0,2340,3132,1068,726,200,0,81759,71075,2692,878,6951,87,3455,81759,6157,4453,800,43,861,75602,65508,1313,72,6517,0,285,1907,210,1697,35155,55583,27435,28148
2021,Benton County,Indiana,8687,4329,4358,99.3,572,648,551,580,479,957,1070,1090,713,536,842,441,208,40.4,2180,6756,6507,6219,1806,1491,6507,3224,3283,98.2,1491,680,811,83.8,8687,8407,280,8407,8278,59,4,0,0,0,0,8,0,18,7,0,0,0,0,8,0,15,2,0,13,0,43,280,60,48,4,0,8687,8555,122,52,12,46,180,8687,493,356,24,1,112,8194,7935,59,0,8,15,0,177,41,136,3804,6374,3125,3249
2021,Blackford County,Indiana,12139,6011,6128,98.1,619,803,758,775,622,1322,1218,1685,1090,671,1482,782,312,44.6,2713,9775,9426,8967,2959,2576,9426,4635,4791,96.7,2576,1162,1414,82.2,12139,11865,274,11865,11739,63,29,0,0,0,0,34,15,18,9,0,19,0,0,0,0,0,0,0,0,0,0,274,101,109,36,0,12139,12013,164,138,70,0,28,12139,222,166,56,0,0,11917,11558,63,29,34,0,0,233,0,233,5885,9375,4628,4747
2021,Boone County,Indiana,69839,34715,35124,98.8,4513,5088,5419,4815,3659,8386,9865,9789,4829,4187,5640,2449,1200,37.7,18305,53647,51534,49560,11850,9289,51534,25310,26224,96.5,9289,4173,5116,81.6,69839,67555,2284,67555,63275,1436,35,16,0,0,0,2220,1277,18,11,617,128,31,112,25,30,47,47,0,0,0,542,2284,456,357,502,18,69839,65478,1935,451,2845,80,1419,69839,2324,1872,48,47,357,67515,62309,1436,35,2200,0,116,1419,67,1352,27750,50115,24732,25383
2021,Brown County,Indiana,15444,7656,7788,98.3,614,552,955,745,732,1475,1564,2158,1314,1545,2422,1047,321,50.4,2680,13186,12764,12470,4660,3790,12764,6356,6408,99.2,3790,1820,1970,92.4,15444,15093,351,15093,14837,99,0,0,0,0,0,94,0,18,13,0,43,0,1,0,50,0,0,0,0,0,63,351,42,211,22,0,15444,15188,141,211,116,0,139,15444,293,109,0,0,184,15151,14694,99,0,78,0,14,266,0,266,8440,12617,6295,6322
2021,Carroll County,Indiana,20288,10300,9988,103.1,1103,1204,1313,1386,1086,2213,2402,2614,1388,1636,2366,1101,476,42.9,4514,16305,15774,15034,5025,3943,15774,7929,7845,101.1,3943,1845,2098,87.9,20288,19868,420,19868,19330,116,8,4,0,0,0,46,0,18,15,0,26,0,0,20,0,0,0,0,0,0,368,420,71,92,72,0,20288,19735,212,140,158,19,509,20288,918,728,53,12,125,19370,18879,115,8,37,0,0,331,72,259,9494,15551,7816,7735
2021,Cass County,Indiana,37918,18868,19050,99.0,2204,2188,2738,2504,2185,4529,4481,4953,2607,2804,3838,1850,1037,40.7,8773,30349,29145,27680,8559,6725,29145,14348,14797,97.0,6725,2993,3732,80.2,37918,35975,1943,35975,31319,387,90,12,0,0,0,639,38,18,17,80,90,71,33,0,327,0,0,0,0,0,3540,1943,421,185,31,0,37918,33040,924,284,862,134,4654,37918,6169,3908,245,135,1881,31749,29546,371,72,638,0,26,1096,286,810,16387,27250,13395,13855
2021,Clark County,Indiana,120185,59067,61118,96.6,7287,7279,7998,7051,6750,16628,16377,15692,8585,7713,11811,5146,1868,39.2,27114,96048,93071,89269,23265,18825,93071,45088,47983,94.0,18825,8153,10672,76.4,120185,114378,5807,114378,103249,8139,232,10,0,0,0,1137,305,18,19,132,199,35,84,166,216,15,15,0,0,0,1606,5807,3301,741,584,18,120185,108929,11763,1209,1823,259,2440,120185,6823,5361,354,72,1036,113362,98580,8103,12,1112,15,443,5097,179,4918,51790,90569,43894,46675
2021,Clay County,Indiana,26397,13041,13356,97.6,1603,1562,1863,1678,1369,3147,3257,3363,1950,1806,2888,1292,619,41.6,6169,20810,20228,19487,5880,4799,20228,9973,10255,97.3,4799,2172,2627,82.7,26397,25673,724,25673,25354,147,1,0,0,0,0,47,29,18,21,0,11,0,0,0,7,6,6,0,0,0,118,724,187,175,97,55,26397,26020,426,255,148,6,306,26397,431,261,45,27,98,25966,25134,147,1,47,6,40,591,80,511,11657,20164,9932,10232
2021,Clinton County,Indiana,33010,16486,16524,99.8,2280,2697,2193,2456,1843,3974,3817,4033,2215,2099,3004,1581,818,36.8,8724,25300,24286,23147,6492,5403,24286,11947,12339,96.8,5403,2356,3047,77.3,33010,31637,1373,31637,29061,219,6,0,1,0,0,142,7,18,23,61,0,9,1,11,53,18,18,0,0,0,2191,1373,367,147,24,0,33010,30325,680,153,181,45,2999,33010,5453,5175,97,0,181,27557,26823,213,1,137,18,22,343,48,295,13418,22523,10906,11617
2021,Crawford County,Indiana,10511,5388,5123,105.2,613,634,651,624,557,1145,1220,1345,866,785,1328,589,154,42.1,2303,8399,8208,7896,2596,2071,8208,4248,3960,107.3,2071,1058,1013,104.4,10511,10164,347,10164,10044,49,26,0,0,0,0,0,0,18,25,0,0,0,0,0,0,0,0,0,0,0,45,347,36,219,14,0,10511,10391,150,310,78,0,59,10511,93,44,23,0,26,10418,10030,49,0,0,0,16,323,13,310,5829,8208,4248,3960
2021,Daviess County,Indiana,33281,16685,16596,100.5,2686,3023,2513,2466,1908,4162,3999,3478,2021,1939,2992,1362,732,34.7,9893,24514,23388,22162,6270,5086,23388,11730,11658,100.6,5086,2360,2726,86.6,33281,32211,1070,32211,31164,565,22,0,0,0,0,42,30,18,27,0,12,0,0,0,0,0,0,0,0,0,418,1070,180,123,142,0,33281,32085,915,209,333,0,873,33281,1842,912,104,7,819,31439,29716,565,22,42,0,105,989,374,615,12719,22699,11341,11358
2021,Dearborn County,Indiana,50494,25125,25369,99.0,2631,3319,3188,3415,2723,5615,6142,7024,3885,3601,5502,2537,912,42.4,11349,40694,39145,37388,11141,8951,39145,19270,19875,97.0,8951,4170,4781,87.2,50494,49556,938,49556,48782,240,29,10,0,0,0,300,45,18,29,10,12,0,20,185,28,64,64,0,0,0,141,938,249,209,17,0,50494,49702,523,277,319,202,466,50494,709,562,52,0,95,49785,48386,221,29,300,64,110,675,32,643,20759,38972,19236,19736
2021,Decatur County,Indiana,26466,13272,13194,100.6,1695,1650,1844,1742,1758,3110,3199,3468,1991,1623,2568,1377,441,39.8,6334,20774,20132,19256,5460,4386,20132,10088,10044,100.4,4386,1976,2410,82.0,26466,25792,674,25792,25256,63,1,0,0,0,0,343,161,18,31,35,0,141,0,0,6,0,0,0,0,0,129,674,79,124,73,38,26466,25892,261,302,416,34,408,26466,575,352,32,0,191,25891,24943,63,1,343,0,110,431,36,395,11489,19712,9806,9906
2021,DeKalb County,Indiana,43059,21372,21687,98.5,2756,2867,3000,2833,2454,5379,5338,5561,3319,2626,4207,1978,741,38.5,10515,33839,32544,30923,8362,6926,32544,16115,16429,98.1,6926,3095,3831,80.8,43059,41823,1236,41823,41360,99,33,3,0,19,0,243,6,18,33,26,126,0,69,1,15,0,0,0,0,0,88,1236,382,194,140,9,43059,42587,503,249,396,0,599,43059,1275,921,11,0,343,41784,40652,99,15,188,0,21,809,120,689,18033,32336,15982,16354
2021,Delaware County,Indiana,112480,54343,58137,93.5,5487,6159,5306,10562,15173,12894,11449,12794,6870,6751,10857,5631,2547,35.5,20655,94304,91825,81340,23042,19035,91825,43743,48082,91.0,19035,8294,10741,77.2,112480,108092,4388,108092,98639,7217,63,17,0,0,2,1668,412,18,35,719,104,13,22,303,95,26,1,25,0,0,479,4388,1924,660,355,38,112480,102796,9559,1007,2152,82,1615,112480,2915,2119,200,35,561,109565,96976,7180,45,1627,26,108,3603,335,3268,51683,90595,43240,47355
2021,Dubois County,Indiana,43474,21823,21651,100.8,2882,3199,2826,2625,2458,4806,5198,5321,3420,3197,4318,2241,983,40.2,10680,33983,32794,31508,9203,7542,32794,16416,16378,100.2,7542,3359,4183,80.3,43474,41837,1637,41837,39768,539,135,0,58,0,0,170,153,18,37,0,0,0,0,0,17,0,0,0,0,0,1225,1637,246,235,0,0,43474,41309,881,370,198,0,2353,43474,3625,1061,313,191,2060,39849,38686,310,1,170,0,149,533,119,414,18481,31643,15808,15835
2021,Elkhart County,Indiana,206314,102515,103799,98.8,15398,14654,17366,14961,13217,26265,24906,25066,13083,11270,17661,8215,4252,35.5,57152,155653,149162,141124,37051,30128,149162,73444,75718,97.0,30128,13436,16692,80.5,206314,193403,12911,193403,170653,10708,525,163,0,0,53,1978,453,18,39,324,348,125,274,34,420,141,0,19,8,114,9398,12911,3883,1234,1018,157,206314,182948,15520,2085,3111,309,15689,206314,34508,23251,3061,551,7645,171806,152111,10534,304,1978,110,430,6339,355,5984,79411,140027,68855,71172
2021,Fayette County,Indiana,23393,11476,11917,96.3,1253,1157,1713,1543,1309,2484,2783,3122,1593,1709,2860,1463,404,43.6,5173,19013,18220,17571,5831,4727,18220,8877,9343,95.0,4727,2149,2578,83.4,23393,22724,669,22724,22156,341,61,6,0,0,0,23,0,18,41,0,23,0,0,0,0,10,0,0,10,0,133,669,197,73,23,0,23393,22825,566,172,46,10,488,23393,327,248,0,0,79,23066,21992,318,61,23,0,3,669,338,331,10878,18111,8789,9322
2021,Floyd County,Indiana,79594,38748,40846,94.9,4537,4861,5476,5250,4447,10172,10367,10344,5857,5506,8060,3056,1661,39.7,18107,63556,61487,58533,16045,12777,61487,29565,31922,92.6,12777,5545,7232,76.7,79594,76278,3316,76278,70659,3963,84,18,0,0,7,986,272,18,43,187,93,93,88,86,167,9,9,0,0,0,577,3316,1441,446,223,26,79594,73812,5683,583,1243,107,1638,79594,2856,1929,366,47,514,76738,69338,3925,71,986,0,50,2368,139,2229,34111,60592,29149,31443
2021,Fountain County,Indiana,16422,8235,8187,100.6,958,1011,1019,991,935,1884,1855,2219,1243,1099,1824,1094,290,42.8,3641,13110,12781,12273,3785,3208,12781,6304,6477,97.3,3208,1483,1725,86.0,16422,16094,328,16094,15885,81,28,17,3,0,0,78,23,18,45,55,0,0,0,0,0,0,0,0,0,0,22,328,73,115,4,0,16422,16203,154,187,98,16,133,16422,444,362,17,0,65,15978,15566,81,11,78,0,10,232,14,218,7748,12686,6271,6415
2021,Franklin County,Indiana,22769,11420,11349,100.6,1324,1337,1644,1509,1265,2363,2588,3109,1590,1824,2541,1157,518,41.8,5301,18165,17468,16800,5290,4216,17468,8790,8678,101.3,4216,1968,2248,87.5,22769,22299,470,22299,22024,11,0,0,0,0,0,128,50,18,47,0,0,0,6,72,0,0,0,0,0,0,136,470,194,127,44,0,22769,22483,216,127,172,0,241,22769,282,211,0,0,71,22487,21915,11,0,128,0,76,357,60,297,9641,17385,8767,8618
2021,Fulton County,Indiana,20400,10209,10191,100.2,1222,1511,1317,1212,1142,2337,2303,2559,1664,1194,2297,1224,418,41.4,4849,16143,15551,14796,4590,3939,15551,7682,7869,97.6,3939,1771,2168,81.7,20400,19808,592,19808,19035,105,40,21,0,0,12,29,0,18,49,8,0,0,17,0,4,0,0,0,0,0,599,592,87,351,11,0,20400,19542,192,417,99,0,742,20400,1114,1041,8,0,65,19286,18580,105,40,29,0,69,463,14,449,9540,15149,7485,7664
2021,Gibson County,Indiana,33017,16678,16339,102.1,2049,2222,2231,2178,1862,3901,3963,4278,2317,2341,3308,1708,659,40.6,7949,26099,25068,23948,6903,5675,25068,12449,12619,98.7,5675,2584,3091,83.6,33017,31973,1044,31973,30667,794,3,1,0,0,0,164,45,18,51,22,23,0,3,0,71,0,0,0,0,0,345,1044,381,209,92,0,33017,31691,1308,313,280,39,606,33017,599,439,51,21,88,32418,30431,792,2,164,0,54,975,201,774,14576,24694,12279,12415
2021,Grant County,Indiana,66802,32122,34680,92.6,3741,3609,4293,5035,5852,7344,7027,7934,4841,4571,7174,3741,1640,40.2,14029,54491,52773,48516,15141,12555,52773,25035,27738,90.3,12555,5531,7024,78.7,66802,64098,2704,64098,57910,4721,161,11,5,0,0,649,225,18,53,168,11,0,73,87,85,0,0,0,0,0,657,2704,1184,471,124,20,66802,60400,6252,774,834,148,1387,66802,3072,2312,203,6,551,63730,56363,4521,86,649,0,67,2044,150,1894,29877,52213,24742,27471
2021,Greene County,Indiana,30924,15598,15326,101.8,1679,1916,1897,1929,1620,3538,3522,4226,2190,2466,3481,1950,510,43.1,6760,25091,24164,23216,7397,5941,24164,12183,11981,101.7,5941,2783,3158,88.1,30924,30246,678,30246,29954,138,17,0,0,0,0,43,0,18,55,1,24,0,6,0,12,4,4,0,0,0,90,678,73,239,118,0,30924,30603,226,292,171,11,316,30924,552,512,10,0,30,30372,29633,138,0,43,4,3,551,102,449,14446,23981,12128,11853
2021,Hamilton County,Indiana,341616,167909,173707,96.7,21378,25945,27319,24528,18605,40124,51379,49237,22174,18189,26700,10933,5105,37.6,91279,260899,250337,239946,53211,42738,250337,121323,129014,94.0,42738,19172,23566,81.4,341616,328030,13586,328030,289602,13377,290,56,8,40,0,21351,7113,18,57,5204,1265,999,1566,1505,3699,145,23,38,0,84,3265,13586,3801,1028,3591,136,341616,301714,18128,2173,25610,273,7765,341616,14631,7748,1801,79,5003,326985,280770,13244,290,21235,145,1342,9959,1296,8663,132952,237436,115039,122397
2021,Hancock County,Indiana,78616,38933,39683,98.1,4543,4741,5868,5123,4059,9441,10508,10976,6717,3884,7768,4030,958,39.8,18471,62373,60145,57518,14978,12756,60145,29447,30698,95.9,12756,5906,6850,86.2,78616,75963,2653,75963,72418,2137,74,0,0,0,0,616,199,18,59,56,52,66,108,21,114,0,0,0,0,0,718,2653,730,432,290,0,78616,74905,3080,514,1113,0,1820,78616,2134,1226,282,1,625,76482,71750,2137,74,616,0,23,1882,281,1601,31680,59466,29125,30341
2021,Harrison County,Indiana,39516,19817,19699,100.6,2145,2709,2418,2415,1928,4453,5185,5265,2984,3078,4294,1982,660,42.7,8830,31566,30686,29331,8605,6936,30686,15290,15396,99.3,6936,3260,3676,88.7,39516,38722,794,38722,37839,242,0,0,0,0,0,214,0,18,61,5,82,18,0,1,108,0,0,0,0,0,427,794,277,258,77,11,39516,38529,530,353,300,9,589,39516,812,698,107,0,7,38704,37434,242,0,214,0,152,662,30,632,16703,30395,15150,15245
