year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_american_indian_and.5,race_total_population_one_race_american_indian_and.6,state_fips,county_fips,race_total_population_one_race_american_indian_and.7,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_white_and_.3,race_total_population_two_or_more_races_black_or_a,race_total_population_two_or_more_races_black_or_a.1,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2023,McMullen County,Texas,623,267,356,75.0,54,131,45,25,14,81,86,36,28,21,71,11,20,32.6,237,386,386,363,110,102,386,191,195,97.9,102,43,59,72.9,623,423,200,423,384,0,4,0,0,0,0,0,0,48,311,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,200,0,16,0,184,0,0,623,584,0,20,0,0,219,623,339,266,0,0,73,284,278,0,4,0,0,0,2,2,0,326,364,183,181
2023,Madison County,Texas,13574,7641,5933,128.8,848,793,869,837,1089,2178,2099,1427,640,732,1157,721,184,35.8,3015,10939,10559,9995,2563,2062,10559,6221,4338,143.4,2062,1003,1059,94.7,13574,11711,1863,11711,8442,2129,48,0,0,0,0,0,0,48,313,48,113,0,0,59,10,0,23,21,6,0,0,0,6,973,1863,219,325,46,1062,46,86,13574,10094,2483,486,171,6,2197,13574,3509,2930,35,61,483,10065,7137,2086,25,113,6,12,686,47,639,5095,9772,5761,4011
2023,Marion County,Texas,9631,4705,4926,95.5,378,650,454,509,544,851,897,991,800,982,1580,801,194,50.6,1734,8081,7897,7485,3181,2575,7897,3898,3999,97.5,2575,1242,1333,93.2,9631,9224,407,9224,6881,2085,83,0,0,0,0,0,0,48,315,83,37,11,0,19,7,0,0,0,18,18,0,0,0,120,407,0,110,4,233,0,0,9631,7236,2131,207,87,18,367,9631,436,257,0,0,179,9195,6773,2079,83,37,18,6,199,68,131,5609,7783,3860,3923
2023,Martin County,Texas,5230,3001,2229,134.6,338,407,527,402,346,531,764,576,335,442,362,142,58,37.2,1539,3891,3691,3547,698,562,3691,1955,1736,112.6,562,286,276,103.6,5230,4559,671,4559,3999,64,0,0,0,0,0,0,0,48,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,671,9,187,0,475,0,0,5230,4670,73,187,0,0,971,5230,2383,2236,0,0,147,2847,2510,64,0,0,0,70,203,16,187,2207,3366,1774,1592
2023,Mason County,Texas,3951,1991,1960,101.6,309,334,125,218,184,295,501,283,205,289,730,304,174,46.5,914,3159,3037,2961,1334,1208,3037,1461,1576,92.7,1208,530,678,78.2,3951,3648,303,3648,3342,3,0,0,0,0,0,0,0,48,319,0,29,25,0,4,0,0,0,0,0,0,0,0,0,274,303,0,23,0,280,0,0,3951,3645,3,23,29,0,554,3951,826,825,0,0,1,3125,3062,3,0,29,0,0,31,14,17,2411,2914,1422,1492
2023,Matagorda County,Texas,36274,18050,18224,99.0,2622,2324,2867,2225,2160,4656,4260,3824,2239,2610,3933,2049,505,37.5,9328,28013,26946,25936,8316,6487,26946,13531,13415,100.9,6487,3087,3400,90.8,36274,31096,5178,31096,20293,3810,103,0,0,0,0,0,0,48,321,103,626,232,0,106,0,4,160,124,58,0,58,0,0,6206,5178,415,222,57,4299,0,62,36274,25341,4300,414,717,92,10643,36274,15678,13689,436,45,1508,20596,15269,3669,42,602,58,230,726,170,556,18871,24968,12301,12667
2023,Maverick County,Texas,57770,28860,28910,99.8,5042,5019,4996,4862,4505,7956,6565,6741,2477,2733,3976,2265,633,30.2,18012,41645,39758,36747,8745,6874,39758,19505,20253,96.3,6874,2990,3884,77.0,57770,26799,30971,26799,20020,135,944,84,0,0,0,0,0,48,323,860,282,0,7,30,0,101,0,144,32,0,0,32,0,5386,30971,0,20,21,30680,46,47,57770,50889,266,1094,376,32,36239,57770,54797,52400,700,0,1697,2973,1642,133,791,282,32,0,93,0,93,20258,30707,15526,15181
2023,Medina County,Texas,52419,27114,25305,107.1,2929,3384,3371,3706,3376,6219,6343,6985,3333,3726,5454,2485,1108,39.6,11878,41939,40541,38432,11345,9047,40541,21091,19450,108.4,9047,4317,4730,91.3,52419,40522,11897,40522,34127,1492,392,4,0,0,0,0,0,48,325,388,316,171,60,69,0,6,5,5,0,0,0,0,0,4195,11897,235,366,82,10700,13,0,52419,45957,1884,1225,440,43,15252,52419,26780,23364,436,38,2942,25639,22155,1471,66,256,0,403,1288,552,736,19758,39149,20394,18755
2023,Menard County,Texas,1964,1032,932,110.7,82,123,192,105,8,172,150,122,140,237,245,324,64,58.0,466,1537,1498,1462,781,633,1498,777,721,107.8,633,362,271,133.6,1964,1695,269,1695,1594,8,21,0,0,0,0,0,0,48,327,21,0,0,0,0,0,0,0,0,0,0,0,0,0,72,269,0,40,0,187,0,0,1964,1856,32,103,0,0,285,1964,549,516,15,0,18,1415,1343,8,0,0,0,0,64,0,64,1309,1436,715,721
2023,Midland County,Texas,171496,87327,84169,103.8,14340,14760,13231,11395,10183,29043,26211,17403,8837,7854,11177,4599,2463,32.6,49714,126913,121782,115754,22017,18239,121782,61790,59992,103.0,18239,8002,10237,78.2,171496,141885,29611,141885,102681,12427,991,292,0,19,0,0,0,48,329,680,3715,564,565,433,0,207,536,1410,14,0,14,0,0,22057,29611,1094,1131,853,24276,337,103,171496,131082,15067,3389,5411,92,47414,171496,76792,67147,979,2095,6571,94704,75381,10995,322,3715,14,217,4060,603,3457,71565,111070,55860,55210
2023,Milam County,Texas,25268,12585,12683,99.2,1372,1504,2025,1399,1542,2787,2831,2905,1641,1857,3196,1739,470,41.6,5798,20108,19470,18779,6313,5405,19470,9595,9875,97.2,5405,2555,2850,89.6,25268,22601,2667,22601,18542,2430,44,0,0,0,0,0,0,48,331,44,45,0,13,14,0,0,18,0,47,0,0,0,47,1493,2667,176,283,60,1933,0,6,25268,21164,2668,418,132,115,3603,25268,6466,5710,174,0,582,18802,15695,2341,32,45,0,17,672,248,424,11581,18654,9236,9418
2023,Mills County,Texas,4499,2300,2199,104.6,100,192,301,358,98,343,421,668,269,451,652,470,176,52.2,809,3831,3690,3543,1569,1298,3690,1866,1824,102.3,1298,655,643,101.9,4499,3845,654,3845,3648,27,0,0,0,0,0,0,0,48,333,0,13,0,0,0,0,0,2,11,0,0,0,0,0,157,654,22,136,3,485,0,0,4499,4302,49,144,16,0,650,4499,851,716,0,0,135,3648,3417,27,0,13,0,12,179,27,152,2614,3603,1793,1810
2023,Mitchell County,Texas,8989,5619,3370,166.7,441,501,437,577,948,1391,1057,1281,475,561,755,384,181,36.9,1666,7578,7323,6802,1753,1320,7323,4630,2693,171.9,1320,580,740,78.4,8989,7165,1824,7165,5779,531,97,42,0,0,0,0,0,48,335,55,136,0,0,51,0,0,0,85,0,0,0,0,0,622,1824,120,415,0,1103,32,23,8989,7526,761,638,147,0,1868,8989,3481,3121,23,0,337,5508,4212,509,43,136,0,17,591,13,578,3697,7141,4478,2663
2023,Montague County,Texas,20599,10027,10572,94.8,1083,1191,1565,1288,1033,2178,2286,2553,1400,1533,2558,1456,475,44.0,4714,16454,15885,15209,5523,4489,15885,7705,8180,94.2,4489,2079,2410,86.3,20599,19559,1040,19559,18809,10,104,0,0,0,0,0,0,48,337,104,47,47,0,0,0,0,0,0,1,1,0,0,0,588,1040,76,476,68,350,0,9,20599,19810,100,641,126,1,992,20599,2463,2375,20,0,68,18136,17324,10,104,47,1,0,650,43,607,10313,15364,7402,7962
2023,Montgomery County,Texas,654722,325669,329053,99.0,41979,46781,51457,46470,38750,83092,92551,86525,37569,41007,55887,24473,8181,37.2,170795,504762,483927,460627,112209,88541,483927,238662,245265,97.3,88541,40792,47749,85.4,654722,560476,94246,560476,467109,39061,2953,976,0,200,0,46,0,48,339,1731,21686,6242,3977,3520,556,945,1952,4494,477,252,127,31,67,29190,94246,5890,4400,4850,72908,182,1579,654722,557983,48123,9701,28377,1375,106088,654722,177581,126070,4948,3334,43229,477141,395015,37118,670,20779,446,2137,20976,5119,15857,253801,432637,212530,220107
2023,Moore County,Texas,21234,11153,10081,110.6,1910,1868,1838,1453,1621,3110,2607,2234,1179,1032,1481,535,366,30.6,6637,15300,14597,13916,3002,2382,14597,7664,6933,110.5,2382,1120,1262,88.7,21234,15916,5318,15916,13014,997,425,55,0,242,0,6,0,48,341,122,500,10,0,16,0,0,0,474,0,0,0,0,0,980,5318,67,222,478,4312,0,0,21234,18109,1183,767,1097,0,5412,21234,12743,10941,0,529,1273,8491,6159,971,34,500,0,39,788,68,720,8221,10661,5513,5148
2023,Morris County,Texas,12014,5783,6231,92.8,595,890,789,654,848,1023,1582,1342,788,891,1573,734,305,42.4,2758,9652,9256,8909,3076,2612,9256,4392,4864,90.3,2612,1203,1409,85.4,12014,10983,1031,10983,7853,2229,127,13,0,0,0,0,0,48,343,114,121,0,0,0,0,0,91,30,4,0,4,0,0,649,1031,208,526,0,297,0,0,12014,8884,2437,653,121,4,946,12014,1288,1147,0,0,141,10726,7533,2207,71,121,0,60,734,21,713,5812,8891,4257,4634
2023,Motley County,Texas,1267,694,573,121.1,92,31,52,76,63,96,150,105,128,81,195,161,37,51.4,221,1072,1046,1013,421,393,1046,552,494,111.7,393,203,190,106.8,1267,1129,138,1129,1075,33,4,0,0,0,0,4,0,48,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,138,0,36,0,102,0,0,1267,1213,33,40,0,0,119,1267,102,57,5,0,40,1165,1056,33,4,0,0,8,64,28,36,746,1046,552,494
2023,Nacogdoches County,Texas,64897,31354,33543,93.5,3980,4033,4723,6635,7609,7605,7038,6130,3566,3559,6099,2994,926,31.8,15263,51186,49634,43690,12277,10019,49634,23464,26170,89.7,10019,4512,5507,81.9,64897,57765,7132,57765,42724,11335,300,14,0,20,0,0,0,48,347,266,563,96,118,36,0,11,177,125,26,0,0,0,26,2817,7132,470,476,516,5137,13,34,64897,49594,12021,1065,1288,47,8285,64897,13825,12045,288,0,1492,51072,37520,11063,86,489,26,129,1759,204,1555,28995,46492,22029,24463
2023,Navarro County,Texas,53735,26535,27200,97.6,3630,4300,3913,4273,3487,6050,6365,6123,3192,3452,5470,2609,871,37.4,14351,40939,39384,36738,10869,8950,39384,19280,20104,95.9,8950,4145,4805,86.3,53735,45075,8660,45075,32907,5880,183,67,0,0,0,0,0,48,349,116,432,39,10,23,8,0,65,287,490,0,2,0,488,5183,8660,1506,419,55,6234,6,40,53735,41408,7671,862,636,624,11710,53735,16796,15513,105,8,1170,36939,27289,5704,33,432,408,63,3010,843,2167,21790,35003,16923,18080
2023,Newton County,Texas,12193,6197,5996,103.4,546,738,708,811,562,1273,1300,1488,981,991,1592,926,277,45.8,2438,10035,9755,9332,3487,2795,9755,4806,4949,97.1,2795,1323,1472,89.9,12193,11603,590,11603,9187,2185,73,44,0,0,0,6,0,48,351,23,84,0,49,33,0,0,2,0,20,0,0,20,0,54,590,123,65,50,274,0,0,12193,9743,2308,177,153,45,381,12193,415,299,28,0,88,11778,9168,2185,15,84,20,32,274,61,213,6460,9669,4769,4900
2023,Nolan County,Texas,14565,7429,7136,104.1,913,873,1281,1094,820,1723,1580,1609,916,832,1731,669,524,36.5,3733,11312,10832,10333,3373,2924,10832,5434,5398,100.7,2924,1382,1542,89.6,14565,11963,2602,11963,10042,618,113,19,0,0,0,0,0,48,353,94,14,7,0,0,0,7,0,0,0,0,0,0,0,1176,2602,305,62,11,2049,82,29,14565,12533,1063,292,52,0,3291,14565,5396,4954,19,0,423,9169,7873,573,25,14,0,66,618,180,438,7129,10627,5344,5283
2023,Nueces County,Texas,352829,175595,177234,99.1,21877,24238,23453,24768,24737,48438,47242,41196,21540,20260,32940,15607,6533,36.8,84438,277764,268391,254079,67376,55080,268391,132044,136347,96.8,55080,24871,30209,82.3,352829,236461,116368,236461,193284,14126,1554,307,20,22,0,34,0,48,355,1171,8322,1703,1003,2690,152,644,1207,923,99,13,43,10,33,19076,116368,1734,1953,1205,108761,78,607,352829,308294,17039,4723,10281,358,129905,352829,219138,197799,1842,611,18886,133691,105486,13160,456,8151,61,756,5621,1649,3972,153109,252120,123412,128708
2023,Ochiltree County,Texas,9852,4961,4891,101.4,754,859,875,686,714,1338,1257,1026,703,520,682,311,127,33.3,3032,7203,6820,6515,1407,1120,6820,3454,3366,102.6,1120,521,599,87.0,9852,8541,1311,8541,6802,0,84,13,0,8,0,0,0,48,357,63,27,27,0,0,0,0,0,0,0,0,0,0,0,1628,1311,0,101,0,1189,0,0,9852,8099,0,206,27,0,2838,9852,5484,5403,0,27,54,4368,4131,0,57,27,0,15,138,47,91,4340,5217,2655,2562
2023,Oldham County,Texas,2097,1247,850,146.7,125,118,132,410,65,279,288,241,73,110,161,56,39,32.5,751,1562,1346,1300,284,256,1346,701,645,108.7,256,138,118,116.9,2097,1904,193,1904,1716,155,0,0,0,0,0,0,0,48,359,0,3,0,3,0,0,0,0,0,0,0,0,0,0,30,193,1,13,0,173,0,0,2097,1909,162,13,3,0,209,2097,513,417,0,0,96,1584,1407,153,0,3,0,2,19,5,14,791,1279,644,635
2023,Orange County,Texas,84993,42187,42806,98.6,5537,6394,5846,5645,4956,10802,11364,10028,5285,5613,8157,3995,1371,37.9,21572,65761,63421,60790,16803,13523,63421,31154,32267,96.6,13523,6116,7407,82.6,84993,78366,6627,78366,68653,7347,147,0,8,0,0,14,0,48,361,125,662,26,30,121,0,102,151,232,67,13,0,0,54,1490,6627,939,766,326,4058,11,21,84993,75077,8416,1215,1195,140,5942,84993,7763,5899,188,131,1545,77230,66245,7153,97,662,67,152,2854,849,2005,37681,62091,30425,31666
2023,Palo Pinto County,Texas,28920,14261,14659,97.3,1722,1790,2075,1741,1690,3358,3268,3328,2099,2071,3444,1676,658,41.1,6715,22810,22205,21214,7097,5778,22205,10768,11437,94.2,5778,2713,3065,88.5,28920,26555,2365,26555,23784,737,151,4,0,0,0,0,0,48,363,147,296,191,12,8,39,0,0,46,0,0,0,0,0,1587,2365,144,298,65,1661,15,36,28920,26092,1028,548,381,8,3374,28920,5846,4974,153,80,639,23074,21205,737,42,250,0,107,733,241,492,15147,21154,10167,10987
2023,Panola County,Texas,22624,11459,11165,102.6,1287,1523,1437,1632,1293,2444,2650,2836,1300,1599,2826,1353,444,40.5,5243,17967,17381,16302,5614,4623,17381,8641,8740,98.9,4623,2194,2429,90.3,22624,19787,2837,19787,16794,2589,8,0,0,0,0,0,0,48,365,8,91,5,4,22,0,0,44,16,4,4,0,0,0,301,2837,88,1051,85,1547,18,0,22624,19612,2724,1106,186,33,1849,22624,2266,2050,63,0,153,20358,16231,2577,8,91,4,136,1311,74,1237,10818,16791,8317,8474
2023,Parker County,Texas,158079,79157,78922,100.3,9441,11062,11658,10541,8325,18228,21940,20425,9933,11476,15695,7189,2166,39.3,39163,122922,118916,113857,31384,25050,118916,58822,60094,97.9,25050,11818,13232,89.3,158079,141841,16238,141841,134222,2251,645,200,18,49,0,13,0,48,367,365,1232,51,124,274,11,196,422,154,117,31,0,57,29,3374,16238,986,2028,503,11379,38,94,158079,150228,3937,3240,2029,359,15591,158079,22268,19017,507,213,2531,135811,126490,2183,211,1204,66,285,5372,1576,3796,58786,114429,56251,58178
2023,Parmer County,Texas,9752,5151,4601,112.0,721,817,740,739,565,1220,1409,900,468,710,952,381,130,36.2,2757,7354,6995,6613,1811,1463,6995,3649,3346,109.1,1463,703,760,92.5,9752,7272,2480,7272,6536,35,85,0,0,0,0,0,0,48,369,85,19,0,0,7,12,0,0,0,0,0,0,0,0,597,2480,70,283,0,1846,0,0,9752,9016,105,649,19,0,2724,9752,6446,5931,0,0,515,3306,3027,35,5,0,0,9,230,29,201,3753,5449,2814,2635
2023,Pecos County,Texas,14983,8615,6368,135.3,826,1129,1098,832,962,2161,2177,2217,899,690,1276,578,138,37.3,3621,11737,11362,10827,2549,1992,11362,6695,4667,143.5,1992,1003,989,101.4,14983,11709,3274,11709,8767,647,54,0,0,0,0,0,0,48,371,54,331,173,0,42,0,0,0,116,22,22,0,0,0,1888,3274,13,54,0,3125,0,7,14983,12034,698,168,331,22,5079,14983,10666,9933,7,0,726,4317,3379,534,0,331,22,0,51,0,51,5853,10339,6182,4157
2023,Polk County,Texas,51780,27835,23945,116.2,2639,2677,3413,2724,2922,5823,6310,6601,3600,5274,7109,2027,661,43.9,10540,42508,41240,39810,13152,9797,41240,22416,18824,119.1,9797,5064,4733,107.0,51780,46168,5612,46168,39920,4073,838,4,0,0,0,0,0,48,373,834,317,14,30,49,19,70,30,105,10,0,6,4,0,1010,5612,624,665,218,3335,311,42,51780,45134,5202,2012,628,136,4526,51780,7799,6642,329,114,714,43981,36983,4057,540,317,4,28,2052,125,1927,25677,39976,21648,18328
2023,Potter County,Texas,116634,60016,56618,106.0,8042,8786,9206,8316,7634,16174,15940,13511,6310,6485,9610,4594,2026,35.1,31334,88827,85300,81091,20255,16230,85300,43939,41361,106.2,16230,7314,8916,82.0,116634,97733,18901,97733,72161,12309,679,203,0,4,0,17,0,48,375,455,5947,373,33,76,60,80,1286,4039,131,18,25,9,79,6506,18901,1221,954,290,14783,68,222,116634,90460,14708,2243,6534,287,22549,116634,45218,39901,299,432,4586,71416,50076,11919,311,5827,53,230,3000,839,2161,49133,76020,38753,37267
2023,Presidio County,Texas,6043,3129,2914,107.4,444,808,192,409,437,248,762,624,570,240,721,501,87,42.0,1680,4504,4363,4057,1468,1309,4363,2051,2312,88.7,1309,542,767,70.7,6043,2570,3473,2570,2231,65,150,0,33,117,0,0,0,48,377,0,1,0,0,0,0,0,1,0,0,0,0,0,0,123,3473,1,0,37,3435,0,0,6043,5704,66,150,38,0,3558,6043,4622,4556,0,0,66,1421,1171,0,150,1,0,0,99,62,37,3380,3403,1690,1713
2023,Rains County,Texas,12505,6255,6250,100.1,534,732,650,702,479,1255,1676,1401,880,1166,1887,907,236,46.2,2414,10327,10091,9735,3738,3030,10091,4887,5204,93.9,3030,1465,1565,93.6,12505,11586,919,11586,10903,357,60,0,0,0,0,0,0,48,379,60,96,12,52,3,3,11,6,9,0,0,0,0,0,170,919,68,169,56,471,0,0,12505,11816,429,234,159,150,743,12505,1228,1153,31,0,44,11277,10383,357,60,96,0,35,346,42,304,5858,9868,4794,5074
2023,Randall County,Texas,143791,71055,72736,97.7,8607,9389,10281,10548,9706,19672,20533,16073,8027,8449,13677,6719,2110,36.8,34450,113261,109341,102602,27248,22506,109341,53495,55846,95.8,22506,10144,12362,82.1,143791,126616,17175,126616,111928,5230,924,56,1,96,0,6,0,48,381,765,2796,260,441,213,8,173,1075,626,208,0,203,1,4,5530,17175,1427,1428,693,12247,24,7,143791,128899,7527,3310,3788,351,18231,143791,34127,28916,229,188,4794,109664,97639,4639,266,2509,42,464,4105,913,3192,61137,106350,51683,54667
2023,Reagan County,Texas,3259,1687,1572,107.3,346,202,341,348,233,440,497,300,174,75,218,64,21,29.4,1130,2245,2129,1963,352,303,2129,1143,986,115.9,303,147,156,94.2,3259,2486,773,2486,1243,177,46,0,0,0,0,0,0,48,383,46,64,0,0,32,0,0,12,20,0,0,0,0,0,956,773,6,42,0,687,0,0,3259,2016,183,88,64,38,1675,3259,2186,2081,0,31,74,1073,771,159,0,64,0,0,79,25,54,1379,1818,985,833
2023,Real County,Texas,2821,1546,1275,121.3,159,144,267,261,47,210,79,211,175,254,587,352,75,56.5,752,2198,2069,1990,1138,1014,2069,1069,1000,106.9,1014,522,492,106.1,2821,2784,37,2784,2668,39,0,0,0,0,0,0,0,48,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,37,0,1,0,36,0,0,2821,2705,39,1,0,0,113,2821,664,643,0,0,21,2157,2106,39,0,0,0,0,12,11,1,1829,2037,1051,986
2023,Red River County,Texas,11621,5656,5965,94.8,790,386,748,617,530,1052,1207,1612,891,818,1697,1100,173,49.1,2350,9546,9271,9010,3351,2970,9271,4489,4782,93.9,2970,1377,1593,86.4,11621,11304,317,11304,8957,1903,206,0,0,0,0,6,0,48,387,200,48,4,34,0,7,0,0,3,3,0,0,3,0,187,317,20,117,25,147,0,0,11621,9270,1923,327,73,7,338,11621,826,706,0,7,113,10795,8548,1903,105,48,3,23,165,10,155,6186,9074,4389,4685
2023,Reeves County,Texas,13219,7846,5373,146.0,878,696,1123,1145,1009,1990,1859,1774,643,480,923,431,268,34.4,3282,10365,9937,9068,1938,1622,9937,6074,3863,157.2,1622,777,845,92.0,13219,10311,2908,10311,5507,201,161,49,0,0,0,0,0,48,389,112,50,37,0,13,0,0,0,0,2,0,2,0,0,4390,2908,0,8,7,2849,0,0,13219,8415,201,188,82,2,7283,13219,11206,10236,0,0,970,2013,1619,188,13,50,2,126,15,0,15,5118,8615,5117,3498
2023,Refugio County,Texas,6693,3208,3485,92.1,380,351,448,451,361,839,642,784,480,452,869,472,164,43.9,1494,5428,5199,5024,1821,1505,5199,2560,2639,97.0,1505,697,808,86.3,6693,4996,1697,4996,4143,493,11,0,0,0,0,0,0,48,391,11,15,15,0,0,0,0,0,0,0,0,0,0,0,334,1697,73,56,5,1519,0,0,6693,5840,603,74,20,0,1897,6693,3354,3216,0,0,138,3339,2766,411,1,15,0,20,126,14,112,3328,5141,2553,2588
2023,Roberts County,Texas,785,411,374,109.9,20,116,72,32,23,51,164,61,49,65,90,15,27,39.4,220,571,565,545,162,132,565,288,277,104.0,132,60,72,83.3,785,757,28,757,747,2,2,0,0,0,0,2,0,48,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,13,0,0,0,4,785,771,17,26,0,0,17,785,83,73,8,0,2,702,679,2,0,0,0,0,21,4,17,392,565,288,277
2023,Robertson County,Texas,16973,8341,8632,96.6,1072,992,1321,1133,861,1832,2035,1950,919,1430,2035,804,589,40.9,4065,13380,12908,12277,4326,3428,12908,6244,6664,93.7,3428,1524,1904,80.0,16973,14829,2144,14829,10770,3478,58,11,8,0,0,0,0,48,395,39,54,24,4,0,0,7,19,0,0,0,0,0,0,469,2144,40,126,28,1776,0,0,16973,12757,3519,358,82,0,2418,16973,3712,3514,51,14,133,13261,9351,3385,19,50,0,4,452,268,184,8559,12392,6052,6340
2023,Rockwall County,Texas,116931,58114,58817,98.8,7041,8788,9431,8894,6381,13482,18061,16347,7544,6398,9069,4301,1194,37.6,31234,89584,85697,81123,18151,14564,85697,42169,43528,96.9,14564,6536,8028,81.4,116931,103812,13119,103812,83206,9947,739,169,0,28,0,0,0,48,397,542,4050,1314,529,573,91,146,755,642,120,0,115,5,0,5750,13119,669,1119,890,9319,40,122,116931,95836,11160,2362,5360,169,15811,116931,23581,17012,1132,307,5130,93350,75874,9679,171,3917,120,491,3098,473,2625,41426,82059,40562,41497
2023,Runnels County,Texas,9880,4971,4909,101.3,569,724,644,670,428,1136,1172,1205,645,620,1170,651,246,41.8,2327,7775,7553,7160,2444,2067,7553,3833,3720,103.0,2067,1013,1054,96.1,9880,7806,2074,7806,6882,296,38,0,36,0,0,0,0,48,399,2,0,0,0,0,0,0,0,0,0,0,0,0,0,590,2074,99,144,0,1639,0,139,9880,8791,561,208,0,0,2421,9880,3402,3011,21,16,354,6478,5980,296,2,0,0,0,200,33,167,4989,7275,3695,3580
2023,Rusk County,Texas,52613,27957,24656,113.4,2898,3228,3675,3343,3221,7039,7029,6491,3125,3557,5527,2357,1123,38.8,11932,42134,40681,38744,11077,9007,40681,21828,18853,115.8,9007,4223,4784,88.3,52613,44073,8540,44073,35558,6920,91,0,0,0,0,0,0,48,401,91,189,0,71,28,0,0,56,34,45,3,0,0,42,1270,8540,846,1611,136,5088,87,9,52613,43816,8282,1951,503,256,6844,52613,9839,7935,350,32,1522,42774,32552,6920,91,187,45,4,2975,204,2771,21258,38762,20826,17936
2023,Sabine County,Texas,9998,5024,4974,101.0,548,406,535,421,342,990,889,1028,766,1096,1666,953,358,54.3,1770,8456,8228,8058,3663,2977,8228,4094,4134,99.0,2977,1498,1479,101.3,9998,9552,446,9552,8659,459,87,0,0,0,0,0,0,48,403,87,203,0,0,52,0,0,151,0,44,0,44,0,0,100,446,121,131,47,42,48,0,9998,9057,678,266,250,51,192,9998,417,322,0,0,95,9581,8457,459,16,151,44,91,363,6,357,7665,8160,4026,4134
