year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,state_fips,county_fips,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_white_and_.3,race_total_population_two_or_more_races_black_or_a,race_total_population_two_or_more_races_black_or_a.1,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2022,Osage County,Oklahoma,46004,23249,22755,102.2,2286,2625,2986,2984,2441,5210,5498,5635,3301,3627,5473,2962,976,43.2,9761,37543,36243,34543,11462,9411,36243,18258,17985,101.5,9411,4387,5024,87.3,46004,40086,5918,40086,29305,4878,5125,1846,3,2,77,144,0,40,113,4,12,0,2,17,109,0,0,0,0,0,634,5918,443,4294,125,583,137,1,46004,35014,5666,9842,319,14,1346,46004,1945,1387,132,124,302,44059,28749,4858,4933,140,0,73,5306,183,5123,19775,36020,18138,17882
2022,Ottawa County,Oklahoma,30472,15060,15412,97.7,1981,2238,2135,2311,2028,3633,3355,3460,1690,2114,3193,1781,553,37.6,7575,23737,22897,21261,6811,5527,22897,11138,11759,94.7,5527,2471,3056,80.9,30472,27318,3154,27318,19641,356,6011,2926,0,16,14,222,5,40,115,59,45,20,24,30,39,217,2,58,0,157,871,3154,176,2158,115,383,50,9,30472,22670,679,8398,368,302,1357,30472,1872,1588,48,3,233,28600,19230,348,5850,219,217,21,2715,110,2605,13699,22348,10860,11488
2022,Pawnee County,Oklahoma,15682,7957,7725,103.0,934,899,1191,1022,849,1735,1877,1983,1029,1146,1773,981,263,41.5,3678,12423,12004,11473,3774,3017,12004,5990,6014,99.6,3017,1400,1617,86.6,15682,13798,1884,13798,11985,89,1477,476,0,0,16,55,0,40,117,0,3,7,0,32,13,2,0,2,0,0,190,1884,184,1410,61,107,32,0,15682,13837,320,2992,119,23,348,15682,591,436,29,0,126,15091,11756,82,1422,55,2,29,1745,36,1709,7337,11947,5961,5986
2022,Payne County,Oklahoma,82058,42359,39699,106.7,3806,4819,3855,9060,16320,11133,8447,6748,3520,3772,6039,3380,1159,27.2,15070,68463,66988,55810,12686,10578,66988,34569,32419,106.6,10578,4730,5848,80.9,82058,74680,7378,74680,63827,3176,3345,987,8,4,9,3367,1153,40,119,1123,107,28,191,87,678,67,0,57,0,10,898,7378,1015,3676,792,1168,150,16,82058,70869,4586,7439,4391,123,2401,82058,4133,2869,154,45,1065,77925,62115,3105,3178,3362,67,109,5989,255,5734,36748,63343,32259,31084
2022,Pittsburg County,Oklahoma,43758,22282,21476,103.8,2548,2757,2898,2675,2427,5516,5431,4930,2959,2913,4784,2879,1041,40.4,9963,34945,33795,32319,10602,8704,33795,17169,16626,103.3,8704,3927,4777,82.2,43758,35721,8037,35721,30994,1023,3002,533,0,3,22,202,24,40,121,34,68,17,25,18,16,73,27,0,37,9,427,8037,539,6008,106,690,235,0,43758,38750,2132,9660,379,91,1193,43758,2550,2224,139,4,183,41208,29663,1018,2954,198,52,84,7239,93,7146,22160,33374,16919,16455
2022,Pontotoc County,Oklahoma,38116,18629,19487,95.6,2543,2576,2765,2525,2583,4992,4813,4235,2079,2569,3597,2059,780,37.3,9374,29831,28742,27014,7910,6436,28742,13842,14900,92.9,6436,2780,3656,76.0,38116,33429,4687,33429,25109,934,6730,309,0,0,0,330,4,40,123,81,85,0,3,63,94,40,0,22,0,18,286,4687,250,2814,144,892,259,0,38116,29517,1652,10104,534,73,1218,38116,2294,2015,0,0,279,35822,24298,895,6623,330,40,21,3615,23,3592,17424,28498,13748,14750
2022,Pottawatomie County,Oklahoma,72734,34941,37793,92.5,4230,4552,5127,5325,5264,8959,9198,8929,4835,4439,7092,3546,1238,37.7,16880,58000,55854,51944,14426,11876,55854,26384,29470,89.5,11876,5308,6568,80.8,72734,66138,6596,66138,53109,2346,9340,1460,49,0,130,506,46,40,125,91,150,0,5,35,179,95,0,0,4,91,742,6596,568,3817,379,1286,127,15,72734,59454,3337,13613,960,140,2132,72734,4205,3340,217,7,641,68529,51396,2294,8833,506,95,108,5297,266,5031,30051,55180,26057,29123
2022,Pushmataha County,Oklahoma,10845,5312,5533,96.0,585,704,631,717,444,1184,1211,1248,755,895,1364,878,229,44.0,2323,8775,8522,8090,3004,2471,8522,4145,4377,94.7,2471,1151,1320,87.2,10845,9556,1289,9556,7636,125,1680,250,0,0,0,47,0,40,127,0,22,0,0,24,1,24,0,0,0,24,44,1289,48,895,26,157,4,3,10845,8906,255,2724,81,32,296,10845,462,270,33,0,159,10383,7506,125,1650,47,8,5,1042,52,990,5705,8458,4131,4327
2022,Roger Mills County,Oklahoma,3423,1783,1640,108.7,176,277,236,204,168,323,454,368,203,287,413,250,64,42.0,846,2644,2577,2526,902,727,2577,1322,1255,105.3,727,332,395,84.1,3423,3228,195,3228,2899,3,195,24,0,4,0,11,0,40,129,4,1,0,0,0,6,22,0,0,0,22,98,195,13,96,1,83,0,0,3423,3094,16,291,12,24,181,3423,275,193,0,47,35,3148,2782,3,178,11,22,3,149,42,107,1844,2504,1282,1222
2022,Rogers County,Oklahoma,95870,48039,47831,100.4,5457,5852,6780,6467,6204,11926,11966,12147,6483,6612,9430,4816,1730,39.3,22095,76392,73775,69897,20124,15976,73775,36646,37129,98.7,15976,7470,8506,87.8,95870,85197,10673,85197,69283,896,12159,8673,111,51,9,1603,28,40,131,95,114,20,47,135,1164,77,33,6,10,28,1179,10673,740,7364,284,1647,123,4,95870,79747,1985,20091,1988,136,2997,95870,5090,3927,328,77,758,90780,67226,882,11896,1591,60,282,8843,279,8564,38112,72653,36032,36621
2022,Seminole County,Oklahoma,23592,11650,11942,97.6,1433,1601,1666,1793,1492,2708,2732,2744,1593,1561,2441,1305,523,38.9,5744,18529,17848,16757,5171,4269,17848,8705,9143,95.2,4269,1921,2348,81.8,23592,21522,2070,21522,15458,1003,4823,396,3,11,8,54,3,40,133,11,12,3,18,0,7,9,0,2,0,7,175,2070,310,1347,5,257,59,7,23592,17449,1430,6312,72,25,446,23592,1345,1179,24,3,139,22247,14791,969,4602,50,9,94,1732,64,1668,10789,17580,8585,8995
2022,Sequoyah County,Oklahoma,39538,19621,19917,98.5,2466,2276,2932,2638,2370,4586,4511,5106,2623,2746,4278,2307,699,40.8,9363,31310,30175,28681,8831,7284,30175,14781,15394,96.0,7284,3313,3971,83.4,39538,34322,5216,34322,24913,700,7981,6981,2,0,11,278,16,40,135,23,58,9,15,23,134,17,0,7,4,6,433,5216,306,3983,81,347,104,0,39538,29896,1230,12380,513,78,917,39538,1953,1557,78,0,318,37585,24101,675,7890,278,17,43,4581,120,4461,18183,29838,14575,15263
2022,Stephens County,Oklahoma,43140,21143,21997,96.1,2424,2522,3080,2826,2384,4864,5232,4958,2769,3274,5108,2548,1151,40.7,9869,34428,33271,31500,10797,8807,33271,16113,17158,93.9,8807,3911,4896,79.9,43140,38932,4208,38932,34835,719,1712,210,13,35,0,229,74,40,137,3,14,0,47,63,28,77,0,4,41,32,1360,4208,502,2354,162,983,11,0,43140,39032,1350,4226,438,140,2381,43140,3616,2760,187,61,608,39524,33900,650,1537,222,40,97,3078,126,2952,20347,32673,15819,16854
2022,Texas County,Oklahoma,21144,11391,9753,116.8,1650,1727,1632,1604,1522,2978,2554,2652,1274,1047,1553,545,406,33.1,6006,15907,15138,14093,3182,2504,15138,8251,6887,119.8,2504,1211,1293,93.7,21144,18556,2588,18556,11941,1300,394,51,0,0,0,257,0,40,139,4,226,8,0,19,0,0,0,0,0,0,4664,2588,53,409,0,1880,46,5,21144,14449,1497,1002,286,42,6580,21144,10097,7990,105,131,1871,11047,8804,1292,155,257,0,11,528,163,365,8448,11126,5804,5322
2022,Tillman County,Oklahoma,7013,3477,3536,98.3,407,426,494,596,404,731,732,813,565,427,837,435,146,40.8,1692,5568,5321,4963,1725,1418,5321,2638,2683,98.3,1418,645,773,83.4,7013,6447,566,6447,4622,508,286,38,0,0,0,31,0,40,141,0,0,0,0,0,31,0,0,0,0,0,1000,566,83,213,5,167,34,0,7013,5114,641,558,74,4,1211,7013,2006,1843,15,0,148,5007,4032,459,236,31,0,0,249,19,230,3789,5134,2538,2596
2022,Tulsa County,Oklahoma,668923,328785,340138,96.7,45069,45660,48054,45599,44728,95621,88428,78190,39269,39191,59152,28594,11368,36.0,166670,520740,502253,475050,121904,99114,502253,243283,258970,93.9,99114,42843,56271,76.1,668923,587697,81226,587697,436958,66006,34348,15380,34,235,96,24536,4202,40,143,2202,1238,430,912,4254,11298,890,86,202,61,541,24959,81226,8193,31520,3254,24516,5708,427,668923,510137,84747,76995,29798,1985,52808,668923,91419,68618,3883,693,18225,577504,399880,65063,31822,24304,845,2112,53478,3010,50468,292863,468217,224734,243483
2022,Wagoner County,Oklahoma,82269,41011,41258,99.4,4617,5599,5798,5418,4558,10566,11059,10258,5589,4994,8427,4301,1085,38.9,19510,64823,62759,60016,16668,13813,62759,31007,31752,97.7,13813,6430,7383,87.1,82269,72419,9850,72419,58448,2814,7374,3772,13,3,49,1630,128,40,145,49,83,17,105,68,1180,46,0,31,11,4,2107,9850,726,5460,148,2359,498,24,82269,67692,4483,13743,1992,133,4648,82269,5989,4439,237,105,1208,76280,56581,2812,7069,1624,46,301,7847,739,7108,32942,60949,29991,30958
2022,Washington County,Oklahoma,52579,25922,26657,97.2,3165,3488,3629,3560,3047,6266,6286,6042,3042,3670,5568,3214,1602,39.7,12515,41503,40064,37999,12676,10384,40064,19321,20743,93.1,10384,4579,5805,78.9,52579,47658,4921,47658,38683,1388,5085,3202,2,0,43,1120,307,40,147,313,226,9,18,104,143,9,0,9,0,0,1373,4921,466,3186,158,614,101,0,52579,43449,2160,8656,1345,108,2064,52579,3486,2721,220,8,537,49093,37547,1381,4917,1120,5,40,4083,33,4050,23738,38835,18581,20254
2022,Washita County,Oklahoma,10930,5460,5470,99.8,656,809,759,750,496,1260,1345,1187,947,696,1131,702,192,40.4,2664,8523,8266,7836,2426,2025,8266,4083,4183,97.6,2025,880,1145,76.9,10930,10029,901,10029,9371,153,231,67,19,0,0,16,0,40,149,7,3,1,0,2,3,4,0,4,0,0,254,901,51,388,54,330,31,0,10930,10228,252,674,84,24,597,10930,1151,1007,4,5,135,9779,8895,153,203,16,4,5,503,32,471,5165,8172,4010,4162
2022,Woods County,Oklahoma,8661,4551,4110,110.7,464,513,479,734,1102,1181,1077,708,475,443,765,441,279,33.7,1781,7067,6880,6109,1728,1485,6880,3641,3239,112.4,1485,710,775,91.6,8661,8292,369,8292,7622,270,313,121,0,0,0,15,0,40,151,5,8,0,0,0,2,0,0,0,0,0,72,369,43,237,8,38,1,0,8661,7990,348,559,23,0,152,8661,648,526,57,0,65,8013,7144,258,280,15,0,22,294,5,289,4457,6761,3559,3202
2022,Woodward County,Oklahoma,20411,10797,9614,112.3,1289,1493,1324,1297,1220,2831,2836,2475,828,1545,1771,1104,398,36.8,4981,16065,15430,14823,4111,3273,15430,8132,7298,111.4,3273,1504,1769,85.0,20411,19179,1232,19179,17532,322,504,201,0,1,5,83,0,40,153,70,7,0,6,0,0,4,0,2,0,2,734,1232,262,428,54,385,16,0,20411,18748,624,964,203,70,1124,20411,2845,2287,131,0,427,17566,15868,322,453,83,4,5,831,156,675,9372,14669,7767,6902
2022,Baker County,Oregon,16685,8629,8056,107.1,809,848,1130,705,778,1808,1875,1775,997,1430,2630,1240,660,47.4,3353,13749,13332,13048,5368,4530,13332,6826,6506,104.9,4530,2220,2310,96.1,16685,15968,717,15968,15170,196,228,71,0,0,0,47,4,41,1,2,11,22,0,0,8,35,4,13,0,18,292,717,46,175,152,222,7,0,16685,15852,249,502,199,86,595,16685,824,681,11,0,132,15861,14865,195,219,47,35,18,482,97,385,8671,13210,6774,6436
2022,Benton County,Oregon,95615,48293,47322,102.1,3533,4035,4358,9658,15662,12263,10113,9256,5250,5332,9991,4209,1955,33.5,14774,82621,80841,70725,19632,16155,80841,40690,40151,101.3,16155,7546,8609,87.7,95615,89464,6151,89464,78175,1124,982,38,0,8,0,6669,614,41,3,2744,450,418,1214,507,722,158,36,73,10,39,2356,6151,664,1163,1545,1700,48,15,95615,84102,2064,2591,8659,656,4381,95615,7716,5514,391,111,1700,87899,75017,1066,455,6605,158,357,4241,729,3512,40092,75224,37659,37565
2022,Clackamas County,Oregon,420925,209373,211552,99.0,21105,25408,25808,25317,22914,50886,57813,55203,27439,29302,48035,22328,9367,41.9,88733,343137,332192,318722,96891,79730,332192,163742,168450,97.2,79730,36344,43386,83.8,420925,386530,34395,386530,346783,3665,2115,366,107,32,66,19956,2291,41,5,5354,1806,1285,2323,2712,4185,954,44,573,0,337,13057,34395,3696,5335,6925,13681,9,173,420925,380199,8493,9166,29294,2918,28306,420925,39282,29334,1074,721,8153,381643,332333,3499,1658,19695,794,1631,22033,5088,16945,170723,318648,157019,161629
2022,Clatsop County,Oregon,41190,20435,20755,98.5,1961,1879,2524,1897,2334,4918,5140,4613,2696,3522,6269,2515,922,44.9,7521,34385,33669,32300,11901,9706,33669,16531,17138,96.5,9706,4551,5155,88.3,41190,37837,3353,37837,35709,378,263,0,25,0,25,494,43,41,7,111,169,51,32,58,30,48,0,48,0,0,945,3353,125,799,486,1670,2,0,41190,39017,572,1099,1101,227,2696,41190,3740,2537,91,71,1041,37450,33858,378,143,478,27,12,2554,1020,1534,23060,32743,16151,16592
2022,Columbia County,Oregon,52865,26965,25900,104.1,2689,3317,2834,3188,2752,6159,6751,6964,3905,4065,6377,2870,994,43.1,10832,43207,42033,40408,12608,10241,42033,21212,20821,101.9,10241,4990,5251,95.0,52865,48282,4583,48282,46598,243,470,83,136,4,24,319,14,41,9,41,55,104,11,35,59,203,72,6,0,125,449,4583,399,1065,757,2091,0,5,52865,51176,760,1660,1234,306,2585,52865,3187,2368,154,63,602,49678,45337,235,470,319,203,161,2953,707,2246,21773,41443,20939,20504
2022,Coos County,Oregon,64908,32219,32689,98.6,2928,3302,3493,3267,2973,6916,7438,6962,4867,5371,10477,5066,1848,48.4,11700,54521,53208,51230,20705,17391,53208,26220,26988,97.2,17391,8313,9078,91.6,64908,59879,5029,59879,56258,329,1402,86,2,14,37,769,19,41,11,229,142,51,24,44,260,30,5,12,0,13,1091,5029,303,2055,451,1435,7,13,64908,61171,678,3833,1443,303,3045,64908,4618,3173,99,128,1218,60290,54155,278,1264,761,13,94,3725,730,2995,31476,52208,25614,26594
2022,Crook County,Oregon,24987,12493,12494,100.0,1326,1527,1311,1092,1105,2521,3030,3013,1776,2117,3865,1903,401,47.0,4925,20584,20062,19512,7057,6169,20062,10055,10007,100.5,6169,3096,3073,100.7,24987,23456,1531,23456,22504,79,321,12,7,0,0,89,0,41,13,0,29,0,29,0,31,0,0,0,0,0,463,1531,35,595,62,669,0,84,24987,23899,198,916,230,86,1216,24987,2005,1522,47,0,436,22982,21657,79,252,89,0,4,901,291,610,11236,19942,9992,9950
2022,Curry County,Oregon,23404,11530,11874,97.1,794,1095,995,625,779,2264,2118,2363,1670,2643,4882,2278,898,56.8,3315,20426,20089,19784,9863,8058,20089,9990,10099,98.9,8058,3953,4105,96.3,23404,21390,2014,21390,20541,88,311,30,0,0,0,188,5,41,15,47,47,10,17,0,62,0,0,0,0,0,262,2014,53,921,96,644,0,0,23404,22526,149,1491,438,33,1052,23404,1825,1701,60,0,64,21579,19673,88,306,188,0,85,1239,199,1040,13055,19609,9792,9817
2022,Deschutes County,Oregon,199352,99597,99755,99.8,9572,11023,11081,10737,9876,26514,27399,25094,13129,14107,25755,10833,4232,42.6,38729,164935,160623,155229,49461,40820,160623,79575,81048,98.2,40820,19389,21431,90.5,199352,188332,11020,188332,178997,830,1450,183,86,0,0,2339,210,41,17,655,388,342,203,173,368,195,70,4,0,121,4521,11020,926,2405,1771,4301,1,147,199352,189668,2328,4077,4660,1036,9638,199352,16887,12868,350,109,3560,182465,170084,713,1052,2201,153,785,7477,1847,5630,94911,155783,76970,78813
2022,Douglas County,Oregon,111322,55508,55814,99.5,5388,5613,6556,6263,5142,12251,12134,12571,7075,9430,16688,8451,3760,46.6,21466,92618,89856,86766,34590,28899,89856,44260,45596,97.1,28899,13830,15069,91.8,111322,103016,8306,103016,98769,287,1214,142,5,0,10,1110,185,41,19,192,318,146,92,102,75,28,0,9,18,1,1608,8306,638,3191,901,2605,14,21,111322,106872,1205,5123,2469,227,4616,111322,7025,4729,579,96,1621,104297,95231,287,1000,1091,28,741,5919,1024,4895,49926,89148,43889,45259
2022,Gilliam County,Oregon,1983,1029,954,107.9,48,123,142,101,92,165,208,201,62,222,365,113,141,51.0,382,1653,1601,1569,799,619,1601,825,776,106.3,619,291,328,88.7,1983,1769,214,1769,1705,0,27,0,0,0,20,15,0,41,21,7,0,0,8,0,0,0,0,0,0,0,22,214,0,66,19,129,0,0,1983,1919,0,93,34,0,151,1983,166,123,0,0,43,1817,1661,0,27,15,0,22,92,31,61,1081,1565,812,753
2022,Grant County,Oregon,7237,3672,3565,103.0,309,314,372,320,313,697,803,772,423,671,1233,728,282,51.7,1231,6152,6006,5886,2643,2243,6006,3039,2967,102.4,2243,1127,1116,101.0,7237,6735,502,6735,6510,8,57,0,0,12,0,54,33,41,23,3,0,0,2,0,16,21,0,0,6,15,85,502,65,113,23,271,0,0,7237,7012,75,172,77,49,356,7237,312,205,9,0,98,6925,6397,8,56,54,21,37,352,124,228,4128,5930,2986,2944
2022,Harney County,Oregon,7496,3792,3704,102.4,349,413,498,299,438,766,922,838,399,662,1115,609,188,45.5,1464,6154,6032,5881,2236,1912,6032,2962,3070,96.5,1912,909,1003,90.6,7496,6742,754,6742,6620,23,71,0,0,0,0,0,0,41,25,0,0,0,0,0,0,14,0,2,0,12,14,754,38,329,64,223,1,0,7496,7360,71,489,75,102,239,7496,409,221,15,0,173,7087,6381,23,71,0,14,4,594,75,519,3705,5882,2902,2980
2022,Hood River County,Oregon,23965,11919,12046,98.9,1359,1497,1497,1661,1216,3037,3216,3191,1455,1744,2435,1260,397,40.2,5420,19184,18545,17761,5260,4092,18545,9396,9149,102.7,4092,1936,2156,89.8,23965,20583,3382,20583,19034,230,54,0,0,0,0,222,20,41,27,28,38,118,18,0,0,9,0,9,0,0,1034,3382,6,341,365,2505,0,0,23965,22407,377,450,645,9,3615,23965,7391,7112,4,0,275,16574,14987,210,47,214,9,132,975,211,764,10131,15802,7705,8097
2022,Jackson County,Oregon,222604,109360,113244,96.6,11432,12440,13825,12723,12176,27887,27343,24904,14672,15136,29747,13853,6466,42.3,45367,182407,177237,169854,58610,50066,177237,86104,91133,94.5,50066,22916,27150,84.4,222604,203862,18742,203862,189637,1426,1831,282,29,0,51,2560,66,41,29,509,799,282,310,218,376,684,144,285,254,1,7724,18742,1650,4031,2755,8284,53,135,222604,207850,3598,6982,5943,1295,17017,222604,31198,25224,818,209,4947,191406,174262,1381,1224,2438,684,803,10614,1943,8671,96286,170876,82333,88543
2022,Jefferson County,Oregon,24659,12681,11978,105.9,1532,1219,1959,1399,1490,3142,2816,2949,1512,1843,2982,1438,378,41.1,5673,19689,18986,17876,5949,4798,18986,9923,9063,109.5,4798,2384,2414,98.8,24659,21566,3093,21566,16068,176,3233,0,3,19,39,97,0,41,31,4,34,10,38,5,6,23,0,16,7,0,1969,3093,117,976,161,1463,0,0,24659,19106,341,4441,335,218,3656,24659,5121,4574,48,9,490,19538,14213,176,2899,97,16,135,2002,680,1322,10301,18057,9472,8585
2022,Josephine County,Oregon,87994,43101,44893,96.0,4102,4376,5468,4435,3910,9702,9735,9808,5934,7184,13538,7191,2611,47.4,16806,73292,71188,69105,27765,23340,71188,34560,36628,94.4,23340,10748,12592,85.4,87994,81364,6630,81364,78007,498,518,28,0,17,1,753,45,41,33,185,110,91,1,189,132,162,0,105,0,57,1426,6630,315,2698,615,2311,3,0,87994,84539,888,3543,1633,577,3989,87994,7143,5093,375,16,1659,80851,74431,461,395,753,161,436,4214,797,3417,38939,69717,33836,35881
2022,Klamath County,Oregon,69506,34762,34744,100.1,3952,4510,4106,4274,3893,8965,7673,7739,4207,5278,9393,4227,1289,41.1,15116,55985,54390,51811,18007,14909,54390,27108,27282,99.4,14909,7169,7740,92.6,69506,62799,6707,62799,56303,447,2451,195,1,40,61,611,25,41,35,205,134,17,34,13,183,201,7,70,37,87,2786,6707,591,2101,466,2833,0,26,69506,62753,1274,4894,1267,464,6021,69506,9900,8664,2,12,1222,59606,52272,406,2012,581,163,275,3897,814,3083,32864,52773,26112,26661
2022,Lake County,Oregon,8201,4465,3736,119.5,410,335,492,423,411,910,925,1040,678,497,1266,577,237,46.1,1539,6887,6662,6463,2442,2080,6662,3668,2994,122.5,2080,1107,973,113.8,8201,7502,699,7502,7169,21,169,32,4,9,0,71,51,41,37,8,0,0,12,0,0,0,0,0,0,0,72,699,58,194,49,370,8,0,8201,7848,87,381,130,12,452,8201,774,750,0,0,24,7427,6741,21,169,71,0,40,385,69,316,4226,6396,3523,2873
2022,Lane County,Oregon,382218,189292,192926,98.1,16957,18398,20326,25530,36194,49564,47332,42661,24010,24531,46549,21567,8599,40.1,67927,322293,314291,292356,90957,76715,314291,154283,160008,96.4,76715,35072,41643,84.2,382218,349805,32413,349805,318993,4046,3381,396,28,190,127,9870,864,41,39,2934,1648,888,1065,767,1704,868,116,270,123,359,12647,32413,3231,7703,6053,10260,158,238,382218,349961,9400,13256,18268,2411,24651,382218,36603,26127,1433,690,8353,345615,305900,3735,2393,9621,799,1185,21982,2787,19195,166750,304159,149175,154984
2022,Lincoln County,Oregon,50334,24319,26015,93.5,1909,2553,2214,2317,2158,4589,5488,5349,3587,4798,9837,4143,1392,52.4,8070,43260,42264,41007,18124,15372,42264,20056,22208,90.3,15372,7217,8155,88.5,50334,46114,4220,46114,42243,193,1113,4,0,0,33,688,20,41,41,124,190,22,96,63,173,30,0,23,4,3,1847,4220,374,1689,283,1528,35,6,50334,46358,635,2983,1036,229,3448,50334,4930,4262,134,49,485,45404,40289,151,836,688,30,240,3170,568,2602,32094,40837,19417,21420
2022,Linn County,Oregon,128598,64303,64295,100.0,7332,7818,8351,7748,7459,17313,16044,14963,8326,8836,14781,6772,2855,40.0,28448,103066,100150,95707,29812,24408,100150,49531,50619,97.9,24408,11338,13070,86.7,128598,118287,10311,118287,110542,597,849,120,0,0,0,1085,275,41,43,191,257,57,97,0,208,189,0,152,9,28,5025,10311,919,4112,1140,2438,10,195,128598,120341,1962,5711,2825,969,8212,128598,12786,10831,259,73,1623,115812,106388,453,450,1085,189,695,6552,828,5724,52145,96889,47884,49005
2022,Malheur County,Oregon,31538,17355,14183,122.4,2026,2078,2543,2129,2265,4329,3863,3529,1667,1852,3017,1395,845,35.9,7955,24435,23583,22286,6402,5257,23583,13297,10286,129.3,5257,2499,2758,90.6,31538,27508,4030,27508,24233,273,718,53,9,0,0,358,44,41,45,27,7,196,11,7,66,63,0,13,24,26,1863,4030,27,560,114,2846,22,0,31538,28104,423,1606,588,120,5040,31538,11034,10043,10,40,941,20504,18834,250,287,343,52,6,732,34,698,11669,21336,11886,9450
2022,Marion County,Oregon,345815,173623,172192,100.8,21281,22645,24599,24099,23115,48354,45232,40059,19327,21238,33658,15611,6597,37.0,82918,272513,262897,248953,68578,55866,262897,130898,131999,99.2,55866,24923,30943,80.5,345815,301307,44508,301307,247492,4143,4036,250,55,138,49,7155,713,41,47,1501,1251,629,680,944,1437,3661,171,366,110,3014,34820,44508,2705,7066,3194,22668,52,316,345815,290549,8594,17313,12229,5030,63974,345815,96270,84251,1133,482,10404,249545,216731,3682,2045,6947,3575,1423,15142,3062,12080,129065,235998,116299,119699
2022,Morrow County,Oregon,12140,6183,5957,103.8,863,970,871,922,802,1359,1645,1232,668,857,1211,567,173,37.0,3287,9251,8853,8377,2491,1951,8853,4473,4380,102.1,1951,971,980,99.1,12140,10310,1830,10310,8492,81,115,0,0,0,3,89,3,41,49,0,74,0,4,8,0,48,32,3,0,13,1485,1830,43,209,26,1468,0,0,12140,10310,164,356,120,60,3020,12140,4651,4269,35,2,345,7489,6910,81,15,89,48,8,338,38,300,4724,7183,3624,3559
